Id,ActivityDay,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,SedentaryActiveDistance,LightActiveDistance,ModeratelyActiveDistance,VeryActiveDistance
1624580081,2016-04-12,1294,146,0,0,0,5.309999943,0,0
1624580081,2016-04-13,1292,148,0,0,0,4.550000191,0,0
1624580081,2016-04-14,1204,236,0,0,0.009999999776,5.909999847,0,0
1624580081,2016-04-15,1344,96,0,0,0,0.9700000286,0,0
1624580081,2016-04-16,1264,176,0,0,0,3.49000001,0,0
1624580081,2016-04-17,1276,127,22,15,0.009999999776,1.49000001,1.519999981,1.029999971
1624580081,2016-04-18,1214,202,7,17,0.009999999776,4.619999886,0.6200000048,2.150000095
1624580081,2016-04-19,1299,141,0,0,0,1.899999976,0,0
1624580081,2016-04-20,1289,151,0,0,0,3.230000019,0,0
1624580081,2016-04-21,1254,186,0,0,0.01999999955,4.110000134,0,0
1624580081,2016-04-22,1241,199,0,0,0,2.599999905,0,0
1624580081,2016-04-23,1213,227,0,0,0.009999999776,5.539999962,0,0
1624580081,2016-04-24,1221,185,18,16,0,1.889999986,0.9100000262,1.149999976
1624580081,2016-04-25,1238,202,0,0,0.01999999955,4.199999809,0,0
1624580081,2016-04-26,1300,140,0,0,0.009999999776,1.830000043,0,0
1624580081,2016-04-27,1233,154,36,17,0,2.460000038,1.870000005,1.110000014
1624580081,2016-04-28,1320,115,5,0,0,1.600000024,0.200000003,0
1624580081,2016-04-29,1290,150,0,0,0,1.549999952,0,0
1624580081,2016-04-30,1182,224,23,11,0.009999999776,2.119999886,1.279999971,0.8999999762
1624580081,2016-05-01,1020,171,63,186,0.01999999955,1.909999967,4.190000057,21.92000008
1624580081,2016-05-02,1261,166,6,7,0,3.470000029,0.5899999738,0.8600000143
1624580081,2016-05-03,1344,96,0,0,0.01999999955,1.340000033,0,0
1624580081,2016-05-04,1322,118,0,0,0,1.419999957,0,0
1624580081,2016-05-05,1323,117,0,0,0.01999999955,1.580000043,0,0
1624580081,2016-05-06,1338,102,0,0,0.009999999776,1.120000005,0,0
1624580081,2016-05-07,1258,182,0,0,0,1.370000005,0,0
1624580081,2016-05-08,1288,152,0,0,0,2.220000029,0,0
1624580081,2016-05-09,1349,91,0,0,0,1.129999995,0,0
1624580081,2016-05-10,1301,139,0,0,0.009999999776,1.919999957,0,0
1624580081,2016-05-11,1328,112,0,0,0,2.039999962,0,0
1624580081,2016-05-12,890,107,0,0,0.009999999776,1.919999957,0,0
1644430081,2016-04-12,1131,256,51,2,0,5.329999924,2.299999952,0.1400000006
1644430081,2016-04-13,1259,135,16,30,0,2.640000105,0.8999999762,2.279999971
1644430081,2016-04-14,1125,252,58,5,0,5.099999905,2.559999943,0.3600000143
1644430081,2016-04-15,1263,170,4,3,0,3.450000048,0.150000006,0.2199999988
1644430081,2016-04-16,1135,212,42,51,0,5.090000153,1.879999995,4.099999905
1644430081,2016-04-17,1212,186,13,29,0,3.549999952,0.5699999928,2.25
1644430081,2016-04-18,1271,121,33,15,0,2.450000048,1.669999957,1.070000052
1644430081,2016-04-19,1099,278,58,5,0,5.300000191,2.529999971,0.3600000143
1644430081,2016-04-20,1315,125,0,0,0.009999999776,1.75999999,0,0
1644430081,2016-04-21,1402,38,0,0,0.009999999776,0.8799999952,0,0
1644430081,2016-04-22,1354,86,0,0,0.009999999776,2.660000086,0,0
1644430081,2016-04-23,1265,160,15,0,0,4.25,0.5799999833,0
1644430081,2016-04-24,1351,89,0,0,0,2.410000086,0,0
1644430081,2016-04-25,1337,94,1,8,0,1.950000048,0.05999999866,0.5899999738
1644430081,2016-04-26,1165,223,41,11,0,4.690000057,1.720000029,0.8000000119
1644430081,2016-04-27,1322,118,0,0,0,2.200000048,0,0
1644430081,2016-04-28,1157,227,53,3,0,4.309999943,2.319999933,0.200000003
1644430081,2016-04-29,1193,120,0,0,0,2.309999943,0,0
1644430081,2016-04-30,816,402,71,9,0,9.460000038,3.140000105,0.6299999952
1644430081,2016-05-01,908,146,24,3,0,3.230000019,0.9900000095,0.2399999946
1644430081,2016-05-02,682,148,7,1,0,2.349999905,0.3100000024,0.0700000003
1644430081,2016-05-03,1115,221,94,10,0,4.539999962,4.090000153,0.7200000286
1644430081,2016-05-04,1388,52,0,0,0.01999999955,1.659999967,0,0
1644430081,2016-05-05,1341,81,12,6,0.009999999776,2.130000114,0.5400000215,0.5199999809
1644430081,2016-05-06,1054,369,6,11,0.01999999955,6.010000229,0.2700000107,0.8199999928
1644430081,2016-05-07,1139,243,17,41,0.009999999776,5.670000076,0.7900000215,3.25999999
1644430081,2016-05-08,991,295,0,0,0,4.880000114,0,0
1644430081,2016-05-09,1099,303,6,32,0.009999999776,2.089999914,0.349999994,2.390000105
1644430081,2016-05-10,1254,155,19,12,0.009999999776,4.96999979,0.8100000024,0.8799999952
1644430081,2016-05-11,713,49,0,0,0.009999999776,0.9499999881,0,0
1844505072,2016-04-12,1101,339,0,0,0,4.429999828,0,0
1844505072,2016-04-13,1192,248,0,0,0,3.25999999,0,0
1844505072,2016-04-14,843,373,0,0,0,5.230000019,0,0
1844505072,2016-04-15,527,176,0,0,0,2.539999962,0,0
1844505072,2016-04-16,1293,147,0,0,0,2.25999999,0,0
1844505072,2016-04-17,1231,199,8,2,0,2.589999914,0.2599999905,0.1400000006
1844505072,2016-04-18,1211,217,12,0,0,2.559999943,0.4799999893,0
1844505072,2016-04-19,1430,10,0,0,0,0.1299999952,0,0
1844505072,2016-04-20,1439,1,0,0,0,0.009999999776,0,0
1844505072,2016-04-21,1117,308,13,2,0,4.679999828,0.5199999809,0.1199999973
1844505072,2016-04-22,1220,220,0,0,0,3.549999952,0,0
1844505072,2016-04-23,1301,139,0,0,0,2.359999895,0,0
1844505072,2016-04-24,1440,0,0,0,0,0,0,0
1844505072,2016-04-25,1440,0,0,0,0,0,0,0
1844505072,2016-04-26,1440,0,0,0,0,0,0,0
1844505072,2016-04-27,1439,1,0,0,0,0,0,0
1844505072,2016-04-28,1138,302,0,0,0,4.559999943,0,0
1844505072,2016-04-29,1082,247,0,0,0,3.25,0,0
1844505072,2016-04-30,218,184,0,0,0,2.650000095,0,0
1844505072,2016-05-01,585,75,7,0,0,1.450000048,0.2599999905,0
1844505072,2016-05-02,1440,0,0,0,0,0,0,0
1844505072,2016-05-03,1256,184,0,0,0,2.680000067,0,0
1844505072,2016-05-04,1353,87,0,0,0,1.370000005,0,0
1844505072,2016-05-05,1320,120,0,0,0,1.480000019,0,0
1844505072,2016-05-06,1438,2,0,0,0,0.02999999933,0,0
1844505072,2016-05-07,1440,0,0,0,0,0,0,0
1844505072,2016-05-08,1440,0,0,0,0,0,0,0
1844505072,2016-05-09,1440,0,0,0,0,0,0,0
1844505072,2016-05-10,1440,0,0,0,0,0,0,0
1844505072,2016-05-11,1440,0,0,0,0,0,0,0
1844505072,2016-05-12,711,0,0,0,0,0,0,0
1927972279,2016-04-12,734,55,0,0,0,0.4699999988,0,0
1927972279,2016-04-13,986,32,0,0,0,0.25,0,0
1927972279,2016-04-14,1292,88,9,0,0,1.100000024,0.400000006,0
1927972279,2016-04-15,941,51,0,0,0,0.6800000072,0,0
1927972279,2016-04-16,1440,0,0,0,0,0,0,0
1927972279,2016-04-17,1440,0,0,0,0,0,0,0
1927972279,2016-04-18,1423,17,0,0,0,0.1700000018,0,0
1927972279,2016-04-19,1440,0,0,0,0,0,0,0
1927972279,2016-04-20,1440,0,0,0,0,0,0,0
1927972279,2016-04-21,1440,0,0,0,0,0,0,0
1927972279,2016-04-22,1430,10,0,0,0,0.1000000015,0,0
1927972279,2016-04-23,1295,145,0,0,0,2.039999962,0,0
1927972279,2016-04-24,1358,75,6,1,0,1.139999986,0.2399999946,0.0700000003
1927972279,2016-04-25,1303,12,0,0,0,0.1099999994,0,0
1927972279,2016-04-26,1058,192,0,0,0,2.599999905,0,0
1927972279,2016-04-27,1440,0,0,0,0,0,0,0
1927972279,2016-04-28,1167,95,0,0,0,1.159999967,0,0
1927972279,2016-04-29,1440,0,0,0,0,0,0,0
1927972279,2016-04-30,1440,0,0,0,0,0,0,0
1927972279,2016-05-01,1355,70,1,14,0,0.8299999833,0.02999999933,1.00999999
1927972279,2016-05-02,1322,94,8,16,0,1.159999967,0.3000000119,1.159999967
1927972279,2016-05-03,1413,17,0,10,0,0.1800000072,0,0.7300000191
1927972279,2016-05-04,1353,87,0,0,0,1.24000001,0,0
1927972279,2016-05-05,1440,0,0,0,0,0,0,0
1927972279,2016-05-06,1332,108,0,0,0,1.450000048,0,0
1927972279,2016-05-07,1392,48,0,0,0,1.039999962,0,0
1927972279,2016-05-08,1440,0,0,0,0,0,0,0
1927972279,2016-05-09,1440,0,0,0,0,0,0,0
1927972279,2016-05-10,1440,0,0,0,0,0,0,0
1927972279,2016-05-11,1440,0,0,0,0,0,0,0
1927972279,2016-05-12,966,0,0,0,0,0,0,0
2022484408,2016-04-12,1157,227,14,42,0,4.260000229,0.7699999809,3.309999943
2022484408,2016-04-13,1100,292,5,43,0,5.409999847,0.1000000015,2.99000001
2022484408,2016-04-14,1148,257,3,32,0,4.820000172,0.2099999934,2.480000019
2022484408,2016-04-15,1122,282,9,27,0,5.78000021,0.3100000024,1.940000057
2022484408,2016-04-16,1237,151,11,41,0,3.390000105,0.5500000119,3.150000095
2022484408,2016-04-17,1052,331,29,28,0,6.880000114,0.6600000262,3.869999886
2022484408,2016-04-18,1078,311,3,48,0,6.300000191,0.1199999973,3.640000105
2022484408,2016-04-19,1152,250,7,31,0,5,0.2399999946,3.289999962
2022484408,2016-04-20,1053,276,63,48,0,5.400000095,1.929999948,3.339999914
2022484408,2016-04-21,1028,255,53,104,0,4.309999943,1.110000014,3.329999924
2022484408,2016-04-22,1105,273,10,52,0,4.46999979,0.4199999869,4.429999828
2022484408,2016-04-23,1191,249,0,0,0,4.210000038,0,0
2022484408,2016-04-24,1161,216,26,37,0,4.579999924,1.149999976,4.550000191
2022484408,2016-04-25,1171,217,8,44,0,4.460000038,0.2199999988,3.329999924
2022484408,2016-04-26,1086,275,24,55,0,5.110000134,0.6600000262,1.429999948
2022484408,2016-04-27,1119,282,20,19,0,5.119999886,0.9700000286,1.039999962
2022484408,2016-04-28,1123,291,20,6,0,5.389999866,1.330000043,0.4099999964
2022484408,2016-04-29,1098,281,40,21,0,5.5,1.210000038,0.4799999893
2022484408,2016-04-30,1043,361,23,13,0,10.56999969,1.399999976,0.9399999976
2022484408,2016-05-01,1142,245,28,25,0,4.5,0.9599999785,1.940000057
2022484408,2016-05-02,1119,277,8,36,0,4.329999924,0.3400000036,2.609999895
2022484408,2016-05-03,1104,250,14,72,0,4.28000021,0.4600000083,3.99000001
2022484408,2016-05-04,1105,272,27,36,0,4.849999905,0.9300000072,2.50999999
2022484408,2016-05-05,1112,253,20,55,0,4.699999809,0.8600000143,2.789999962
2022484408,2016-05-06,1104,295,17,24,0,4.639999866,0.6700000167,1.870000005
2022484408,2016-05-07,1269,149,2,20,0,3.019999981,0.07999999821,1.610000014
2022484408,2016-05-08,1305,135,0,0,0,2.309999943,0,0
2022484408,2016-05-09,1061,297,47,35,0,5.639999866,1.629999995,2.119999886
2022484408,2016-05-10,1084,271,28,57,0,5.559999943,1.210000038,2.220000029
2022484408,2016-05-11,1133,224,25,58,0,3.99000001,1.149999976,4.179999828
2022484408,2016-05-12,728,236,16,16,0,4.440000057,0.6700000167,1.279999971
2026352035,2016-04-12,706,181,8,3,0,2.200000048,0.349999994,0.1899999976
2026352035,2016-04-13,663,238,0,0,0,3.099999905,0,0
2026352035,2016-04-14,653,197,0,0,0,2.049999952,0,0
2026352035,2016-04-15,687,188,0,0,0,2.369999886,0,0
2026352035,2016-04-16,728,150,0,0,0,1.580000043,0,0
2026352035,2016-04-17,1053,60,0,0,0,0.5199999809,0,0
2026352035,2016-04-18,1062,182,0,0,0,2.059999943,0,0
2026352035,2016-04-19,785,141,0,0,0,1.5,0,0
2026352035,2016-04-20,623,327,0,0,0,4.480000019,0,0
2026352035,2016-04-21,749,153,0,0,0,1.529999971,0,0
2026352035,2016-04-22,712,162,0,0,0,1.809999943,0,0
2026352035,2016-04-23,458,432,0,0,0,7.710000038,0,0
2026352035,2016-04-24,704,164,0,0,0,2.160000086,0,0
2026352035,2016-04-25,821,260,0,0,0,3.730000019,0,0
2026352035,2016-04-26,1018,288,0,0,0,3.680000067,0,0
2026352035,2016-04-27,586,286,0,0,0,3.769999981,0,0
2026352035,2016-04-28,626,331,0,0,0,3.950000048,0,0
2026352035,2016-04-29,492,352,0,0,0,4.710000038,0,0
2026352035,2016-04-30,594,233,0,0,0,2.930000067,0,0
2026352035,2016-05-01,716,191,0,0,0,2.279999971,0,0
2026352035,2016-05-02,716,355,0,0,0,4.349999905,0,0
2026352035,2016-05-03,981,304,0,0,0,3.720000029,0,0
2026352035,2016-05-04,530,345,0,0,0,4.070000172,0,0
2026352035,2016-05-05,479,475,0,0,0,7.539999962,0,0
2026352035,2016-05-06,511,383,0,0,0,5.079999924,0,0
2026352035,2016-05-07,665,229,0,0,0,2.599999905,0,0
2026352035,2016-05-08,610,258,0,0,0,3.450000048,0,0
2026352035,2016-05-09,543,401,0,0,0,6.599999905,0,0
2026352035,2016-05-10,1002,17,0,0,0,0.1599999964,0,0
2026352035,2016-05-11,569,330,0,0,0,5.320000172,0,0
2026352035,2016-05-12,330,343,0,0,0,5.510000229,0,0
2320127002,2016-04-12,1112,306,9,13,0,6.010000229,0.3100000024,1.169999957
2320127002,2016-04-13,1105,335,0,0,0,4.900000095,0,0
2320127002,2016-04-14,1249,191,0,0,0,2.680000067,0,0
2320127002,2016-04-15,1195,245,0,0,0,3.50999999,0,0
2320127002,2016-04-16,1245,195,0,0,0,3.400000095,0,0
2320127002,2016-04-17,1191,249,0,0,0,4.179999828,0,0
2320127002,2016-04-18,1173,260,7,0,0,4.139999866,0.2599999905,0
2320127002,2016-04-19,1201,228,11,0,0,3.660000086,0.3799999952,0
2320127002,2016-04-20,1146,283,11,0,0,4.340000153,0.4900000095,0
2320127002,2016-04-21,1302,127,10,1,0,1.809999943,0.4199999869,0.05999999866
2320127002,2016-04-22,1174,266,0,0,0,3.75999999,0,0
2320127002,2016-04-23,1129,242,0,0,0,3.420000076,0,0
2320127002,2016-04-24,1236,204,0,0,0,2.799999952,0,0
2320127002,2016-04-25,1280,152,5,3,0,1.99000001,0.200000003,0.2300000042
2320127002,2016-04-26,1293,147,0,0,0,2.299999952,0,0
2320127002,2016-04-27,1358,82,0,0,0,1.159999967,0,0
2320127002,2016-04-28,1364,76,0,0,0,1.029999971,0,0
2320127002,2016-04-29,1395,45,0,0,0,0.6200000048,0,0
2320127002,2016-04-30,1206,234,0,0,0,3.069999933,0,0
2320127002,2016-05-01,1400,40,0,0,0,0.5199999809,0,0
2320127002,2016-05-02,1306,123,6,5,0,1.879999995,0.2099999934,0.3600000143
2320127002,2016-05-03,1204,206,10,20,0,3.160000086,0.3700000048,1.49000001
2320127002,2016-05-04,1388,52,0,0,0,0.8100000024,0,0
2320127002,2016-05-05,1206,223,11,0,0,3.109999895,0.3899999857,0
2320127002,2016-05-06,1236,204,0,0,0,3.289999962,0,0
2320127002,2016-05-07,1121,319,0,0,0,4.96999979,0,0
2320127002,2016-05-08,1193,247,0,0,0,3.470000029,0,0
2320127002,2016-05-09,1295,145,0,0,0,2.079999924,0,0
2320127002,2016-05-10,1150,290,0,0,0,4.199999809,0,0
2320127002,2016-05-11,1140,300,0,0,0,4.329999924,0,0
2320127002,2016-05-12,830,128,0,0,0,1.789999962,0,0
2347167796,2016-04-12,964,320,13,28,0,4.199999809,0.6200000048,2
2347167796,2016-04-13,676,195,32,19,0,3.410000086,1.940000057,1.659999967
2347167796,2016-04-14,705,206,48,1,0,3.940000057,2.74000001,0.01999999955
2347167796,2016-04-15,720,284,24,1,0,5.429999828,1.419999957,0.0700000003
2347167796,2016-04-16,968,268,72,66,0,5.53000021,4.099999905,5.449999809
2347167796,2016-04-17,508,249,7,1,0,3.25999999,0.2800000012,0.07999999821
2347167796,2016-04-18,678,206,16,11,0,3.789999962,0.8600000143,0.7900000215
2347167796,2016-04-19,648,382,7,0,0,4.440000057,0,0
2347167796,2016-04-20,1011,269,43,11,0,4.78000021,1.809999943,0.6800000072
2347167796,2016-04-21,761,208,26,23,0,3.380000114,1.529999971,1.850000024
2347167796,2016-04-22,781,206,27,9,0,2.920000076,1.679999948,0.5600000024
2347167796,2016-04-23,591,360,35,32,0,7.150000095,1.450000048,2.779999971
2347167796,2016-04-24,584,360,0,0,0,6.260000229,0,0
2347167796,2016-04-25,653,277,11,15,0,4.599999905,0.5199999809,1.269999981
2347167796,2016-04-26,732,227,0,0,0,3.950000048,0,0
2347167796,2016-04-27,623,295,9,26,0,5.320000172,0.400000006,1.860000014
2347167796,2016-04-28,764,229,0,0,0,3.599999905,0,0
2347167796,2016-04-29,2,4,0,0,0,0.02999999933,0,0
2873212765,2016-04-12,1061,356,21,2,0,4.880000114,0.9300000072,0.1099999994
2873212765,2016-04-13,1028,404,8,0,0.01999999955,4.880000114,0.2199999988,0
2873212765,2016-04-14,1109,331,0,0,0,5.320000172,0,0
2873212765,2016-04-15,992,448,0,0,0.009999999776,5.690000057,0,0
2873212765,2016-04-16,1087,305,1,47,0.009999999776,3.50999999,0.01999999955,3.109999895
2873212765,2016-04-17,1272,160,8,0,0,1.340000033,0.349999994,0
2873212765,2016-04-18,1122,311,6,1,0,4.889999866,0.2800000012,0.0700000003
2873212765,2016-04-19,1051,389,0,0,0,5.360000134,0,0
2873212765,2016-04-20,1035,378,5,22,0.009999999776,4.659999847,0.1199999973,1.50999999
2873212765,2016-04-21,1057,371,10,2,0.009999999776,5.46999979,0.3700000048,0.1299999952
2873212765,2016-04-22,1028,366,0,46,0.01999999955,4.420000076,0,0.4600000083
2873212765,2016-04-23,1077,330,5,28,0.009999999776,4.019999981,0.2300000042,2.089999914
2873212765,2016-04-24,1203,190,1,46,0,1.620000005,0.05999999866,3
2873212765,2016-04-25,1081,359,0,0,0,4.949999809,0,0
2873212765,2016-04-26,1124,309,5,2,0,5.239999771,0.1800000072,0.1199999973
2873212765,2016-04-27,1197,197,0,46,0,2.359999895,0,0
2873212765,2016-04-28,1192,213,7,28,0,2.910000086,0.3400000036,2.160000086
2873212765,2016-04-29,1191,206,23,20,0,2.180000067,1.409999967,1.360000014
2873212765,2016-04-30,1167,248,20,5,0.009999999776,4.260000229,1.080000043,0.3300000131
2873212765,2016-05-01,1219,196,18,7,0,3.440000057,1.039999962,0.4900000095
2873212765,2016-05-02,1099,334,7,0,0.01999999955,4.829999924,0.2099999934,0
2873212765,2016-05-03,1070,363,6,1,0.009999999776,4.659999847,0.25,0.05999999866
2873212765,2016-05-04,1020,420,0,0,0,5.559999943,0,0
2873212765,2016-05-05,1093,311,23,13,0,4.03000021,0.8000000119,0.7799999714
2873212765,2016-05-06,1065,370,5,0,0.009999999776,4.610000134,0.1199999973,0
2873212765,2016-05-07,1302,52,11,75,0,0.5500000119,0.5500000119,2.279999971
2873212765,2016-05-08,1068,326,0,46,0,2.640000105,0,2.900000095
2873212765,2016-05-09,1095,345,0,0,0,5.190000057,0,0
2873212765,2016-05-10,1067,373,0,0,0.009999999776,5.550000191,0,0
2873212765,2016-05-11,1121,319,0,0,0.009999999776,4.320000172,0,0
2873212765,2016-05-12,720,268,0,0,0,5.110000134,0,0
3372868164,2016-04-12,1160,280,0,0,0.009999999776,3.230000019,0,0
3372868164,2016-04-13,1045,371,8,16,0.01999999955,5.269999981,0.3400000036,0.9900000095
3372868164,2016-04-14,1039,370,25,6,0.009999999776,4.650000095,1.029999971,0.3400000036
3372868164,2016-04-15,1105,335,0,0,0.01999999955,5.059999943,0,0
3372868164,2016-04-16,1084,356,0,0,0.02999999933,4.699999809,0,0
3372868164,2016-04-17,1105,322,2,11,0.009999999776,4.360000134,0.1000000015,1.409999967
3372868164,2016-04-18,1070,343,7,20,0,3.349999905,0.200000003,1.080000043
3372868164,2016-04-19,1064,376,0,0,0.01999999955,5.239999771,0,0
3372868164,2016-04-20,1148,274,3,15,0.01999999955,2.380000114,0.09000000358,0.8399999738
3372868164,2016-04-21,1037,376,9,18,0.009999999776,4.639999866,0.2599999905,1.149999976
3372868164,2016-04-22,1234,206,0,0,0.009999999776,2.609999895,0,0
3372868164,2016-04-23,1115,303,2,20,0,3.579999924,0.07999999821,1.399999976
3372868164,2016-04-24,1127,292,7,14,0.01999999955,3.49000001,0.1899999976,0.8899999857
3372868164,2016-04-25,1024,416,0,0,0,4.090000153,0,0
3372868164,2016-04-26,1083,333,2,22,0.009999999776,3.869999886,0.05000000075,1.850000024
3372868164,2016-04-27,1057,346,13,24,0.009999999776,3.190000057,0.6299999952,1.580000043
3372868164,2016-04-28,1055,385,0,0,0,3.75999999,0,0
3372868164,2016-04-29,1038,402,0,0,0.009999999776,6.21999979,0,0
3372868164,2016-04-30,1119,300,4,17,0.009999999776,2.420000076,0.09000000358,1.059999943
3372868164,2016-05-01,842,172,0,0,0,2.089999914,0,0
3977333714,2016-04-12,777,131,19,44,0,2.00999999,0.9100000262,3.059999943
3977333714,2016-04-13,754,153,46,31,0,2.549999952,2.130000114,2.029999971
3977333714,2016-04-14,801,214,23,5,0,3.819999933,0.9700000286,0.3199999928
3977333714,2016-04-15,644,183,42,15,0,3.25999999,1.75,1.049999952
3977333714,2016-04-16,663,153,83,31,0,2.970000029,4,2.029999971
3977333714,2016-04-17,600,205,58,11,0,3.920000076,2.349999905,0.6999999881
3977333714,2016-04-18,605,214,95,4,0,3.819999933,3.730000019,0.25
3977333714,2016-04-19,738,221,67,19,0,3.960000038,2.450000048,2.24000001
3977333714,2016-04-20,845,164,98,2,0,3.279999971,4.349999905,0.200000003
3977333714,2016-04-21,712,242,0,0,0,4.059999943,0,0
3977333714,2016-04-22,731,188,12,33,0,3.059999943,0.5799999833,2.329999924
3977333714,2016-04-23,724,252,92,0,0,3.849999905,4.21999979,0
3977333714,2016-04-24,660,129,95,30,0,2.170000076,4.559999943,3.269999981
3977333714,2016-04-25,781,133,9,50,0,2.410000086,0.4300000072,5.619999886
3977333714,2016-04-26,797,170,95,7,0,2.950000048,4.21999979,0.4499999881
3977333714,2016-04-27,714,176,10,0,0,4.619999886,0.4199999869,0
3977333714,2016-04-28,804,190,8,15,0,3.220000029,0.2899999917,1.370000005
3977333714,2016-04-29,744,150,32,36,0,2.710000038,1.299999952,3.74000001
3977333714,2016-04-30,687,194,52,43,0,3.410000086,2.099999905,3.690000057
3977333714,2016-05-01,691,124,40,41,0,2.410000086,1.980000019,2.670000076
3977333714,2016-05-02,713,176,143,24,0,3.019999981,6.480000019,1.539999962
3977333714,2016-05-03,594,258,41,47,0,4.53000021,1.74000001,3.319999933
3977333714,2016-05-04,852,142,96,14,0,2.890000105,4.579999924,1.809999943
3977333714,2016-05-05,680,178,88,14,0,2.710000038,4.110000134,1.75999999
3977333714,2016-05-06,676,168,55,29,0,2.670000076,2.50999999,3.109999895
3977333714,2016-05-07,703,208,86,0,0,3.589999914,4.130000114,0
3977333714,2016-05-08,688,171,116,9,0,3.170000076,5.239999771,0.6800000072
3977333714,2016-05-09,1159,151,122,8,0,3.549999952,5.599999905,0.7699999809
3977333714,2016-05-10,676,196,115,1,0,3.309999943,5.400000095,0.0700000003
3977333714,2016-05-11,13,9,0,4,0,0.1299999952,0,0.3700000048
4020332650,2016-04-12,712,331,15,4,0,5.679999828,0.2399999946,0.150000006
4020332650,2016-04-13,1440,0,0,0,0,0,0,0
4020332650,2016-04-14,1437,3,0,0,0,0.02999999933,0,0
4020332650,2016-04-15,1299,87,18,36,0,0.7699999809,0.3600000143,0.2099999934
4020332650,2016-04-16,1222,55,21,65,0,0.5899999738,0.3700000048,0.4499999881
4020332650,2016-04-17,1438,2,0,0,0,0.009999999776,0,0
4020332650,2016-04-18,1438,2,0,0,0,0.03999999911,0,0
4020332650,2016-04-19,1440,0,0,0,0,0,0,0
4020332650,2016-04-20,1440,0,0,0,0,0,0,0
4020332650,2016-04-21,1440,0,0,0,0,0,0,0
4020332650,2016-04-22,1440,0,0,0,0,0,0,0
4020332650,2016-04-23,1440,0,0,0,0,0,0,0
4020332650,2016-04-24,1440,0,0,0,0,0,0,0
4020332650,2016-04-25,1440,0,0,0,0,0,0,0
4020332650,2016-04-26,1440,0,0,0,0,0,0,0
4020332650,2016-04-27,1440,0,0,0,0,0,0,0
4020332650,2016-04-28,1440,0,0,0,0,0,0,0
4020332650,2016-04-29,1440,0,0,0,0,0,0,0
4020332650,2016-04-30,1440,0,0,0,0,0,0,0
4020332650,2016-05-01,1440,0,0,0,0,0,0,0
4020332650,2016-05-02,1350,31,11,0,0,0.2899999917,0.03999999911,0
4020332650,2016-05-03,950,174,0,0,0.05000000075,3.150000095,0,0
4020332650,2016-05-04,531,346,46,13,0,5.579999924,1.039999962,0.6700000167
4020332650,2016-05-05,916,196,42,38,0.0700000003,4.039999962,1.679999948,2.619999886
4020332650,2016-05-06,855,177,0,0,0.009999999776,3.099999905,0,0
